symbol,name,sector,subsector,status,instrument_type,board,listing_date,special_notation,source_as_of
KMDS,Kurniamitra Duta Sentosa Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,07 Sep 2020,,2026-08-27
PURI,Puri Global Sukses Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,08 Sep 2020,,2026-08-27
SOHO,Soho Global Health Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,08 Sep 2020,,2026-08-27
HOMI,Grand House Mulia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Sep 2020,,2026-08-27
ROCK,Rockfields Properti Indonesia,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,10 Sep 2020,,2026-08-27
ENZO,Morenzo Abadi Perkasa Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,14 Sep 2020,,2026-08-27
PLAN,Planet Properindo Jaya Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Akselerasi,15 Sep 2020,,2026-08-27
PTDU,Djasa Ubersakti Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,08 Des 2020,,2026-08-27
ATAP,Trimitra Prawara Goldland Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,11 Des 2020,,2026-08-27
VICI,Victoria Care Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,17 Des 2020,,2026-08-27
PMMP,Panca Mitra Multiperdana Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,18 Des 2020,,2026-08-27
WIFI,Solusi Sinergi Digital Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,30 Des 2020,,2026-08-27
FAPA,FAP Agri Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,04 Jan 2021,,2026-08-27
DCII,DCI Indonesia Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,06 Jan 2021,,2026-08-27
KETR,Ketrosden Triasmitra Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,11 Jan 2021,,2026-08-27
DGNS,Diagnos Laboratorium Utama Tbk,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,15 Jan 2021,,2026-08-27
UFOE,Damai Sejahtera Abadi Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,01 Feb 2021,,2026-08-27
BANK,Bank Aladin Syariah Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,01 Feb 2021,,2026-08-27
WMUU,Widodo Makmur Unggas Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,02 Feb 2021,,2026-08-27
EDGE,Indointernet Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,08 Feb 2021,,2026-08-27
UNIQ,Ulima Nitra Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,08 Mar 2021,,2026-08-27
BEBS,Berkah Beton Sadaya Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,10 Mar 2021,,2026-08-27
SNLK,Sunter Lakeside Hotel Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,29 Mar 2021,,2026-08-27
ZYRX,Zyrexindo Mandiri Buana Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,30 Mar 2021,,2026-08-27
LFLO,Imago Mulia Persada Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Akselerasi,07 Apr 2021,,2026-08-27
FIMP,Fimperkasa Utama Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pemantauan Khusus,09 Apr 2021,,2026-08-27
TAPG,Triputra Agro Persada Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Utama,12 Apr 2021,,2026-08-27
NPGF,Nusa Palapa Gemilang Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,14 Apr 2021,,2026-08-27
LUCY,Lima Dua Lima Tiga Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Akselerasi,05 Mei 2021,,2026-08-27
ADCP,Adhi Commuter Properti Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,21 Mei 2021,,2026-08-27
HOPE,Harapan Duta Pertiwi Tbk.,,,ACTIVE,COMMON_STOCK_UNCLASSIFIED,Pengembangan,24 Mei 2021,,2026-08-27
